Drug,Cell,labels
145668,SK_MEL_5,0.0
9706,SK_OV_3,0.0
71261,HCT_15,1.0
14229,HOP_62,0.0
610457,NCI_H322M,0.0
256927,HOP_92,0.0
724998,HCC_2998,0.0
8806,SF_539,1.0
758230,SN12C,1.0
45388,RXF_393,0.0
603074,HL_60,1.0
355644,ACHN,1.0
126771,HL_60,1.0
1390,LOXIMVI,1.0
610459,SF_268,1.0
368390,NCI_H460,1.0
363812,HS578T,0.0
126771,EKVX,0.0
613327,OVCAR_4,0.0
249992,BT_549,0.0
169780,HCC_2998,0.0
747856,SK_MEL_5,1.0
122819,SR,1.0
697887,U251,0.0
218321,RPMI_8226,0.0
710270,SK_MEL_28,0.0
735037,OVCAR_4,0.0
603074,IGROV1,0.0
132313,UACC_62,1.0
755,MCF7,1.0
148958,NCI_H23,1.0
6396,HOP_92,0.0
89201,DU_145,0.0
613327,RPMI_8226,0.0
768112,MDA_MB_231,0.0
755384,DU_145,0.0
308847,UACC_257,1.0
26271,786_0,0.0
38721,LOXIMVI,0.0
673596,A498,1.0
760764,PC_3,0.0
107124,MDA_N,0.0
673596,HCC_2998,0.0
95678,NCI_H23,1.0
154948,RPMI_8226,0.0
409962,SR,1.0
681646,DU_145,1.0
603074,SNB_75,1.0
610459,SNB_75,1.0
38721,NCI_ADR_RES,1.0
107124,UACC_62,1.0
681639,SNB_75,1.0
3088,NCI_H522,1.0
759614,CAKI_1,1.0
758671,RXF_393,0.0
82151,EKVX,0.0
737518,SF_539,1.0
758255,CAKI_1,0.0
757036,IGROV1,1.0
14229,CAKI_1,1.0
606499,CCRF_CEM,1.0
759614,OVCAR_3,1.0
735037,CCRF_CEM,1.0
343499,HS578T,0.0
355644,KM12,0.0
25154,SN12C,1.0
118218,HCT_15,0.0
109724,MALME_3M,0.0
740268,PC_3,0.0
6396,SK_OV_3,0.0
638066,NCI_H23,1.0
354646,HOP_62,0.0
681633,RXF_393,1.0
784722,M14,1.0
369395,HCT_15,0.0
249910,NCI_ADR_RES,1.0
606497,A498,0.0
526598,A549,1.0
224131,MALME_3M,0.0
174121,IGROV1,1.0
728073,A549,1.0
619232,NCI_H23,1.0
702294,HCT_116,0.0
756660,OVCAR_4,0.0
639174,SF_295,1.0
34462,DU_145,1.0
353451,SR,1.0
606172,HCT_116,1.0
616348,SF_295,1.0
681645,MCF7,1.0
366140,MDA_N,0.0
681632,NCI_H460,1.0
134727,CAKI_1,1.0
351710,SN12C,1.0
6396,K_562,0.0
224131,NCI_H460,1.0
302991,CCRF_CEM,1.0
784722,SNB_75,1.0
224131,KM12,1.0
218321,CCRF_CEM,0.0
637651,K_562,0.0
95466,NCI_H322M,0.0
697912,NCI_ADR_RES,1.0
757036,MCF7,1.0
694501,CAKI_1,1.0
82151,NCI_H460,1.0
643833,MALME_3M,0.0
758706,IGROV1,1.0
349174,UO_31,0.0
765775,MDA_N,0.0
348948,IGROV1,1.0
82151,MDA_MB_435,0.0
759857,CCRF_CEM,1.0
338947,IGROV1,0.0
740268,OVCAR_3,0.0
320846,NCI_H460,1.0
125066,HCT_116,1.0
736201,UO_31,1.0
363812,HCC_2998,0.0
760764,UACC_257,0.0
758667,K_562,0.0
308847,NCI_H23,0.0
736493,SK_MEL_28,0.0
365798,MOLT_4,1.0
702294,KM12,0.0
6396,ACHN,1.0
603077,MCF7,0.0
167780,OVCAR_3,0.0
526598,SNB_19,1.0
328410,DU_145,0.0
681637,M14,1.0
758251,HOP_62,1.0
164011,SN12C,1.0
122819,IGROV1,0.0
759878,RXF_393,1.0
758230,NCI_ADR_RES,1.0
178248,MDA_MB_435,0.0
241240,M14,1.0
610459,SW_620,0.0
89201,MDA_N,0.0
174121,KM12,1.0
109724,NCI_H460,1.0
104800,CAKI_1,1.0
312887,OVCAR_5,0.0
757348,KM12,0.0
132313,HS578T,0.0
681638,ACHN,1.0
148958,NCI_H522,1.0
123127,HL_60,1.0
752,CAKI_1,1.0
83142,SF_295,1.0
249992,MALME_3M,0.0
9706,U251,1.0
224131,SF_295,1.0
708298,NCI_H23,1.0
182986,U251,1.0
758230,MALME_3M,0.0
154948,UACC_257,0.0
82151,SR,1.0
352299,786_0,0.0
224131,MCF7,1.0
8806,NCI_H23,1.0
302991,NCI_H322M,0.0
145668,NCI_ADR_RES,1.0
95441,NCI_ADR_RES,0.0
681633,786_0,1.0
638066,SNB_75,1.0
683557,NCI_H460,1.0
740268,BT_549,1.0
368390,MCF7,1.0
758612,MALME_3M,1.0
758612,OVCAR_3,0.0
77213,M14,0.0
619232,U251,1.0
351710,T47D,0.0
702294,RPMI_8226,1.0
172112,HOP_62,1.0
606497,MDA_MB_435,0.0
164011,OVCAR_5,0.0
302991,SR,1.0
613327,HCT_15,0.0
606499,HOP_92,0.0
736202,A498,0.0
354646,UACC_62,1.0
302991,HCT_116,1.0
637651,A498,1.0
134033,NCI_H23,1.0
673596,SNB_19,1.0
89201,SNB_19,0.0
683555,MCF7,1.0
736201,CCRF_CEM,1.0
772992,HS578T,1.0
758612,SNB_75,1.0
757348,MCF7,1.0
681638,SF_539,1.0
756660,786_0,0.0
643833,786_0,1.0
295501,HS578T,0.0
757087,MDA_N,0.0
767125,CCRF_CEM,1.0
56410,SF_295,1.0
38721,SK_MEL_28,1.0
757804,UACC_257,0.0
326231,COLO205,0.0
369100,MDA_N,0.0
83142,SK_MEL_2,0.0
118218,HCC_2998,1.0
698037,SK_MEL_5,0.0
295500,NCI_H226,1.0
354258,CCRF_CEM,1.0
697887,NCI_H522,1.0
759878,UACC_257,0.0
681643,MALME_3M,0.0
765396,NCI_H460,1.0
765775,NCI_H23,1.0
71851,SK_MEL_5,0.0
134727,MCF7,1.0
329680,SN12C,1.0
683558,OVCAR_8,0.0
758612,CAKI_1,1.0
759155,IGROV1,0.0
369395,IGROV1,0.0
629971,NCI_H23,1.0
409962,HS578T,0.0
610457,SF_539,1.0
126771,MDA_N,0.0
683556,HL_60,0.0
94600,RXF_393,1.0
603074,HCT_116,0.0
627505,NCI_ADR_RES,0.0
759263,SK_OV_3,1.0
77213,HCC_2998,0.0
765396,SF_295,1.0
637037,SW_620,0.0
71851,NCI_H322M,0.0
747856,HOP_62,0.0
740268,U251,1.0
767125,HCT_15,0.0
301739,K_562,0.0
760419,DU_145,0.0
740521,SK_MEL_5,1.0
759614,SK_MEL_28,0.0
767125,SK_OV_3,0.0
639174,CAKI_1,1.0
374028,MALME_3M,0.0
736624,MDA_MB_231,0.0
167780,MDA_MB_435,1.0
606499,HS578T,0.0
138783,HS578T,0.0
606497,HOP_92,0.0
710270,BT_549,0.0
134727,BT_549,0.0
303812,SF_539,1.0
755384,PC_3,0.0
141549,NCI_H23,1.0
169780,SK_MEL_28,0.0
637651,HL_60,0.0
141540,KM12,0.0
45388,OVCAR_4,1.0
351710,OVCAR_4,0.0
26980,SF_268,1.0
24559,NCI_H522,1.0
681634,SF_268,1.0
85998,PC_3,0.0
26271,SF_295,0.0
709237,SF_268,1.0
740645,NCI_ADR_RES,1.0
105014,TK_10,0.0
767125,T47D,0.0
366140,HCT_15,1.0
694501,CCRF_CEM,1.0
681635,UACC_257,0.0
736624,NCI_H226,0.0
756717,IGROV1,1.0
683557,CCRF_CEM,1.0
682298,SNB_19,1.0
754365,CAKI_1,1.0
295500,K_562,0.0
269148,A498,0.0
736198,NCI_H322M,0.0
105132,MOLT_4,1.0
6396,HL_60,1.0
125066,HL_60,0.0
132313,T47D,1.0
762,UACC_62,1.0
756660,NCI_H322M,0.0
681639,NCI_H460,1.0
126771,NCI_H226,0.0
754365,NCI_H226,0.0
759155,HCT_15,0.0
681640,NCI_H226,0.0
163501,NCI_H522,0.0
762,SNB_75,0.0
287459,HT29,0.0
122819,BT_549,1.0
762,COLO205,0.0
34462,UACC_257,0.0
736624,SK_OV_3,1.0
351710,OVCAR_5,0.0
365798,DU_145,0.0
3053,DU_145,0.0
34462,SF_268,1.0
111533,A498,0.0
623017,SF_295,1.0
355644,RXF_393,0.0
736202,SF_539,1.0
706744,SF_295,1.0
276382,MDA_MB_231,0.0
266046,CCRF_CEM,1.0
368390,NCI_H322M,0.0
639174,HL_60,1.0
71851,UACC_62,1.0
681640,SK_OV_3,0.0
167780,M14,1.0
721517,SF_539,1.0
26980,SK_MEL_5,1.0
95382,SF_539,1.0
178248,MCF7,0.0
143020,SK_MEL_2,1.0
100880,SK_MEL_2,0.0
8806,BT_549,0.0
606497,OVCAR_5,0.0
256927,KM12,0.0
368390,UACC_62,1.0
709237,RPMI_8226,0.0
218321,HT29,0.0
728073,OVCAR_8,1.0
276382,A498,1.0
694501,SF_295,1.0
683555,T47D,1.0
603071,MDA_MB_435,0.0
89201,COLO205,0.0
83142,A498,0.0
740268,SR,1.0
606498,OVCAR_5,0.0
737518,SNB_75,1.0
365798,A549,0.0
681641,NCI_H460,1.0
606869,SNB_19,1.0
719276,IGROV1,0.0
269148,PC_3,1.0
610459,HT29,0.0
606985,ACHN,1.0
182986,HCT_15,0.0
63984,UO_31,0.0
328410,PC_3,0.0
364830,SN12C,1.0
326231,NCI_H23,0.0
127716,HCT_116,0.0
104800,SNB_19,0.0
681632,SNB_75,1.0
758255,RPMI_8226,1.0
638066,SF_268,1.0
169780,NCI_H522,1.0
26980,OVCAR_3,0.0
348948,SR,0.0
139105,NCI_H322M,0.0
295501,MOLT_4,1.0
759263,K_562,1.0
134033,UACC_62,1.0
765396,CAKI_1,1.0
366140,NCI_H23,0.0
629971,M14,1.0
246131,OVCAR_4,0.0
105132,OVCAR_3,0.0
295500,SF_539,1.0
337766,EKVX,0.0
708298,SK_MEL_28,0.0
758667,MDA_MB_231,0.0
145668,NCI_H23,1.0
757804,RPMI_8226,1.0
740268,SK_OV_3,0.0
637651,ACHN,0.0
352299,SK_OV_3,0.0
287459,SN12C,0.0
681645,EKVX,0.0
606499,KM12,0.0
148958,U251,0.0
63984,LOXIMVI,1.0
768112,MOLT_4,1.0
241240,ACHN,1.0
256439,LOXIMVI,1.0
24559,CCRF_CEM,1.0
312887,SK_MEL_28,0.0
184692,A498,0.0
100880,TK_10,0.0
637037,SR,0.0
127716,HOP_62,0.0
27640,SNB_75,1.0
791785,HCT_116,1.0
758255,SR,1.0
89201,MDA_MB_435,1.0
105132,SK_MEL_5,1.0
736198,NCI_H522,1.0
758706,EKVX,0.0
791785,A498,0.0
606869,SR,0.0
758667,SW_620,1.0
32065,MCF7,1.0
135758,HCT_116,1.0
681638,HCT_15,0.0
111533,MCF7,1.0
295500,UO_31,0.0
174121,BT_549,0.0
156303,SR,1.0
757804,M14,0.0
772992,MALME_3M,0.0
352122,RPMI_8226,1.0
783107,RXF_393,1.0
276382,MDA_MB_435,0.0
719627,COLO205,1.0
765396,U251,1.0
172112,SF_268,0.0
374028,MCF7,1.0
618939,HOP_92,0.0
172112,NCI_H23,1.0
757036,COLO205,1.0
38721,HL_60,0.0
312887,MCF7,0.0
249992,UACC_257,0.0
107392,CAKI_1,0.0
759857,KM12,0.0
51143,SW_620,0.0
329680,SW_620,0.0
606497,SK_MEL_5,1.0
755384,OVCAR_3,0.0
111533,HCC_2998,0.0
789797,NCI_H23,1.0
83142,HT29,1.0
295499,KM12,0.0
610458,NCI_H522,0.0
637037,DU_145,1.0
105132,HOP_62,1.0
643833,NCI_H23,1.0
681635,MDA_MB_231,0.0
791785,M14,1.0
755880,HCT_116,0.0
768112,M14,1.0
755985,A498,0.0
603074,CCRF_CEM,1.0
627168,HCT_116,1.0
154948,U251,1.0
757804,MDA_MB_435,0.0
124463,OVCAR_3,0.0
757348,SF_295,1.0
681645,BT_549,0.0
343499,MDA_MB_231,0.0
757087,SR,1.0
357704,SF_268,1.0
246131,SNB_19,1.0
752840,RXF_393,0.0
783107,ACHN,1.0
102627,UACC_257,0.0
681638,BT_549,0.0
95441,M14,1.0
606986,CCRF_CEM,1.0
609699,HCT_15,0.0
24559,COLO205,1.0
603077,MALME_3M,0.0
111533,786_0,1.0
683556,SW_620,1.0
736201,T47D,1.0
174121,RXF_393,0.0
94600,NCI_H460,1.0
369395,HT29,0.0
320846,SNB_75,1.0
759195,ACHN,1.0
63878,SF_539,0.0
759878,SN12C,1.0
19893,SN12C,0.0
737518,UACC_62,1.0
326231,RPMI_8226,0.0
241240,SK_MEL_28,0.0
163501,T47D,0.0
740268,SF_268,1.0
725776,COLO205,0.0
1895,HOP_62,0.0
312887,M14,1.0
352122,HT29,1.0
759195,HT29,0.0
169780,SNB_19,0.0
369100,OVCAR_3,0.0
639174,MCF7,1.0
38721,SF_539,0.0
603076,A549,0.0
603074,MDA_MB_435,0.0
71851,OVCAR_3,1.0
681633,HCC_2998,0.0
681646,SF_268,1.0
374551,SNB_19,0.0
301739,EKVX,0.0
32065,SF_268,1.0
123127,KM12,0.0
606173,HL_60,1.0
754771,OVCAR_3,0.0
616348,OVCAR_4,0.0
526598,HS578T,1.0
639186,786_0,1.0
627505,HCT_116,0.0
107392,SF_295,0.0
757087,MDA_MB_231,0.0
627168,MCF7,0.0
725776,NCI_ADR_RES,1.0
122819,A549,1.0
94600,PC_3,0.0
281612,SK_MEL_2,0.0
79037,SF_539,1.0
740,SK_MEL_2,0.0
756660,SN12C,1.0
374551,TK_10,0.0
269148,SK_MEL_2,0.0
756717,NCI_H23,1.0
71851,T47D,1.0
26980,OVCAR_8,0.0
765775,HOP_62,1.0
694501,HL_60,1.0
256942,OVCAR_4,0.0
172112,NCI_H460,1.0
353451,NCI_H460,1.0
295500,MOLT_4,1.0
606499,MCF7,1.0
656889,OVCAR_8,0.0
77213,MOLT_4,0.0
760764,ACHN,1.0
759263,NCI_H23,1.0
266046,UO_31,0.0
124463,HCT_116,0.0
747856,HCT_116,0.0
145668,OVCAR_3,0.0
224131,CAKI_1,0.0
755880,KM12,0.0
683557,OVCAR_3,0.0
134679,HOP_92,0.0
351710,UACC_62,0.0
301739,SF_539,1.0
752,A498,0.0
616348,UACC_62,1.0
77213,HL_60,0.0
759195,NCI_H23,1.0
105132,HCT_15,0.0
287459,786_0,1.0
740268,HCC_2998,0.0
32065,SW_620,0.0
249910,SK_MEL_2,0.0
708298,MCF7,1.0
681634,A549,1.0
740645,LOXIMVI,1.0
132483,U251,0.0
610457,UACC_62,1.0
755985,SF_295,0.0
606173,ACHN,1.0
753686,HOP_92,1.0
19893,HCC_2998,1.0
754366,NCI_H322M,1.0
638066,OVCAR_8,1.0
606497,COLO205,0.0
752840,HOP_92,0.0
26980,RPMI_8226,0.0
111533,NCI_ADR_RES,0.0
613327,MOLT_4,1.0
756660,UACC_62,1.0
759614,K_562,0.0
762,KM12,0.0
683557,COLO205,0.0
169780,LOXIMVI,0.0
610458,NCI_H322M,0.0
740,CAKI_1,1.0
163501,786_0,0.0
767125,786_0,0.0
25154,MDA_N,0.0
141540,HCT_15,0.0
312887,786_0,0.0
702294,SW_620,0.0
683556,SK_MEL_5,1.0
757348,HT29,1.0
369395,TK_10,0.0
295501,CAKI_1,1.0
638066,SN12C,1.0
268242,OVCAR_5,0.0
8806,MDA_MB_231,0.0
107124,MALME_3M,0.0
606499,SK_MEL_2,0.0
63878,HCC_2998,0.0
759155,NCI_H522,1.0
681634,NCI_H23,1.0
736202,SN12C,1.0
38721,MDA_MB_231,0.0
328410,COLO205,0.0
167780,OVCAR_8,0.0
326231,IGROV1,1.0
627505,EKVX,1.0
365798,NCI_H522,1.0
752,MDA_MB_231,0.0
784722,KM12,0.0
757348,PC_3,0.0
737518,786_0,1.0
629971,EKVX,0.0
757098,LOXIMVI,1.0
19893,KM12,1.0
737518,COLO205,0.0
27640,SK_OV_3,0.0
167780,SF_268,1.0
708298,UACC_257,1.0
681641,MDA_N,0.0
752,NCI_H460,1.0
301739,OVCAR_8,1.0
759263,KM12,0.0
14229,SK_MEL_5,0.0
303812,SR,1.0
759263,ACHN,1.0
134727,OVCAR_4,0.0
122819,TK_10,0.0
126771,T47D,0.0
606498,NCI_H23,1.0
77213,NCI_H23,0.0
141549,NCI_H322M,0.0
125066,SR,1.0
709237,OVCAR_8,0.0
606985,TK_10,0.0
610459,SK_MEL_2,0.0
683557,IGROV1,0.0
694501,HOP_92,1.0
164011,CAKI_1,1.0
100880,NCI_ADR_RES,1.0
374551,K_562,1.0
768112,A549,1.0
268242,786_0,1.0
118994,A498,0.0
303812,A549,1.0
38721,HCT_15,0.0
681636,OVCAR_3,0.0
3053,UACC_62,1.0
8806,SNB_19,0.0
111533,COLO205,0.0
73754,T47D,0.0
758706,NCI_ADR_RES,1.0
606985,HS578T,0.0
710270,786_0,1.0
320846,CCRF_CEM,1.0
756717,UACC_257,0.0
139105,KM12,1.0
163501,U251,1.0
618939,HCT_15,0.0
753686,OVCAR_4,1.0
760419,TK_10,0.0
758423,SK_MEL_28,0.0
109724,PC_3,0.0
249992,HS578T,0.0
77213,SNB_75,1.0
758230,NCI_H522,1.0
132313,HCT_15,0.0
3053,ACHN,0.0
184692,NCI_H322M,0.0
697912,UO_31,1.0
758423,HCT_116,1.0
63878,SNB_19,1.0
755841,LOXIMVI,1.0
758706,MDA_MB_435,0.0
249992,HCC_2998,0.0
613327,IGROV1,0.0
757036,EKVX,0.0
633782,SK_MEL_2,1.0
268242,U251,0.0
343499,T47D,0.0
134727,SF_295,1.0
681634,HCT_15,0.0
224131,SK_MEL_28,1.0
374551,KM12,0.0
148958,DU_145,1.0
241240,CAKI_1,1.0
735037,OVCAR_8,0.0
154948,MOLT_4,1.0
736201,OVCAR_5,0.0
706744,NCI_H23,1.0
767125,PC_3,0.0
736201,SNB_19,1.0
352122,CCRF_CEM,1.0
139105,SNB_19,1.0
169780,UACC_257,0.0
681641,NCI_H226,1.0
269148,HCC_2998,0.0
606986,OVCAR_3,0.0
224131,HCT_116,1.0
681640,UO_31,1.0
760764,TK_10,0.0
348948,HCT_116,1.0
77213,SR,0.0
107392,SNB_75,1.0
32065,A498,0.0
710270,UACC_257,0.0
756717,PC_3,0.0
125066,RPMI_8226,0.0
755841,NCI_H322M,1.0
634724,HCT_116,1.0
107392,HL_60,1.0
134727,SK_MEL_28,0.0
759155,MALME_3M,1.0
760764,HOP_92,1.0
683555,HCC_2998,0.0
752840,NCI_H23,0.0
354646,UACC_257,0.0
760419,SNB_19,0.0
759263,COLO205,0.0
363812,DU_145,0.0
759857,HL_60,1.0
681638,OVCAR_3,0.0
369100,LOXIMVI,1.0
708298,U251,1.0
638066,786_0,1.0
320846,CAKI_1,0.0
603076,HCT_116,0.0
409962,OVCAR_3,0.0
141540,OVCAR_3,0.0
320846,PC_3,0.0
134033,EKVX,0.0
757098,HOP_92,1.0
736201,DU_145,1.0
681637,MDA_N,0.0
105132,TK_10,0.0
156303,RXF_393,0.0
719627,UACC_62,1.0
351710,UO_31,0.0
148958,K_562,0.0
627168,M14,0.0
682298,NCI_H23,1.0
139105,SK_MEL_5,1.0
123127,U251,1.0
606985,UO_31,1.0
354646,HOP_92,0.0
314622,HOP_62,1.0
328410,CCRF_CEM,1.0
296934,NCI_ADR_RES,0.0
176323,NCI_H23,1.0
32065,LOXIMVI,0.0
241240,SK_MEL_5,0.0
267469,PC_3,1.0
702294,MDA_MB_435,1.0
740521,MDA_MB_231,0.0
610456,CAKI_1,1.0
95678,T47D,0.0
760419,K_562,1.0
754230,786_0,1.0
148958,UO_31,0.0
760419,RXF_393,1.0
355644,OVCAR_3,0.0
326231,ACHN,0.0
95678,UO_31,1.0
364830,LOXIMVI,1.0
681635,RXF_393,1.0
63984,SK_MEL_28,1.0
697912,NCI_H23,1.0
32065,SK_OV_3,0.0
355644,HL_60,1.0
616348,CAKI_1,1.0
256942,U251,1.0
118994,OVCAR_3,1.0
634724,NCI_H23,1.0
759878,OVCAR_8,1.0
178248,SF_295,1.0
94600,MOLT_4,1.0
603071,SNB_19,1.0
45388,RPMI_8226,1.0
754771,SK_MEL_28,0.0
51143,NCI_H226,0.0
26271,HOP_92,0.0
1390,NCI_H460,0.0
218321,HCC_2998,0.0
719276,SW_620,0.0
14229,UACC_62,1.0
697887,OVCAR_3,0.0
276382,HOP_62,1.0
754771,HOP_62,1.0
154948,SK_MEL_28,0.0
735037,MCF7,1.0
141549,NCI_H522,1.0
759155,LOXIMVI,1.0
369100,NCI_ADR_RES,0.0
156303,MDA_MB_435,0.0
759878,ACHN,1.0
759857,HCC_2998,1.0
19893,M14,0.0
765775,CCRF_CEM,1.0
603071,LOXIMVI,1.0
789797,HCT_116,0.0
637037,OVCAR_8,0.0
740521,SR,1.0
369100,OVCAR_4,0.0
63984,MCF7,1.0
303812,NCI_H23,1.0
619232,NCI_H522,1.0
353451,SK_MEL_28,0.0
348948,786_0,1.0
134033,HOP_62,1.0
279836,CAKI_1,1.0
754230,DU_145,1.0
753686,LOXIMVI,1.0
63984,A549,0.0
241240,NCI_H322M,0.0
224131,HOP_92,0.0
609699,SN12C,1.0
758255,UACC_62,1.0
295499,OVCAR_5,0.0
681638,DU_145,1.0
71795,OVCAR_5,0.0
760764,SN12C,1.0
710270,NCI_ADR_RES,1.0
71261,T47D,0.0
109724,HCC_2998,0.0
755880,HL_60,1.0
639174,OVCAR_5,0.0
623017,ACHN,0.0
759878,786_0,1.0
107392,UACC_62,1.0
753686,MDA_MB_435,0.0
681632,NCI_H522,0.0
9706,NCI_H522,1.0
681646,NCI_H460,1.0
627168,IGROV1,1.0
759878,UO_31,1.0
125066,SNB_19,0.0
758667,KM12,0.0
269148,KM12,0.0
363812,SK_MEL_2,0.0
737518,HCT_116,1.0
623017,BT_549,0.0
3053,SW_620,1.0
134033,LOXIMVI,1.0
681634,HS578T,0.0
756717,RPMI_8226,0.0
682298,RXF_393,0.0
314622,U251,1.0
603076,SNB_75,1.0
765396,HCT_15,0.0
14229,SR,1.0
606985,UACC_257,0.0
104800,A498,0.0
71851,HT29,1.0
708298,HOP_62,0.0
281612,U251,0.0
145668,SNB_19,0.0
633782,MOLT_4,0.0
276382,HCT_15,0.0
138783,ACHN,1.0
82151,786_0,1.0
681637,ACHN,1.0
610459,A498,0.0
783107,SK_OV_3,1.0
791785,COLO205,1.0
681632,HT29,0.0
610456,HCT_15,0.0
758612,NCI_H226,1.0
753686,OVCAR_3,1.0
126771,SF_268,0.0
124463,MDA_N,0.0
637037,SK_MEL_28,0.0
369100,CCRF_CEM,1.0
63984,HCC_2998,1.0
758671,DU_145,1.0
757098,SNB_75,1.0
3053,SNB_19,1.0
757087,UACC_62,0.0
32065,UACC_257,0.0
368390,HS578T,0.0
681642,OVCAR_4,0.0
27640,M14,1.0
702294,SN12C,1.0
758251,HOP_92,0.0
163501,HCT_15,1.0
697912,SF_295,1.0
618939,RXF_393,0.0
19893,UO_31,1.0
736201,SF_539,1.0
8806,A498,0.0
759195,LOXIMVI,1.0
132483,SF_295,1.0
148958,NCI_H226,0.0
673596,HT29,0.0
184692,OVCAR_4,0.0
681641,IGROV1,0.0
702294,SF_268,0.0
352299,IGROV1,0.0
736201,NCI_H522,1.0
719276,UACC_62,0.0
154948,HL_60,1.0
328410,SF_268,1.0
337766,RXF_393,0.0
767125,COLO205,0.0
681639,PC_3,0.0
71851,CAKI_1,1.0
643833,M14,1.0
627505,SK_MEL_2,0.0
178248,SN12C,0.0
369100,SF_295,0.0
721517,HCT_15,0.0
25154,UACC_62,1.0
610457,SF_295,1.0
757804,A549,1.0
329680,HOP_92,1.0
276382,NCI_H322M,0.0
759195,UO_31,0.0
364830,SF_539,1.0
348948,SF_539,1.0
353451,HCT_15,0.0
8806,HCC_2998,0.0
343499,KM12,0.0
109724,NCI_H226,0.0
758671,UACC_62,1.0
736624,NCI_H322M,0.0
295500,SNB_19,0.0
95382,HT29,0.0
682298,K_562,0.0
709237,MDA_N,0.0
94600,SN12C,1.0
758251,HL_60,0.0
172112,UACC_62,1.0
639186,RPMI_8226,1.0
365798,SK_MEL_5,1.0
681632,SK_OV_3,0.0
639174,SF_268,1.0
83142,NCI_ADR_RES,0.0
83142,SF_268,1.0
56410,MOLT_4,1.0
143095,A549,1.0
627168,SNB_75,0.0
627168,TK_10,0.0
757348,K_562,0.0
303812,OVCAR_8,1.0
38721,NCI_H460,0.0
365798,NCI_ADR_RES,0.0
681646,MOLT_4,1.0
354258,M14,1.0
681636,MOLT_4,1.0
369100,HOP_62,1.0
107124,CCRF_CEM,1.0
759857,MOLT_4,1.0
759263,MDA_MB_231,0.0
757804,SK_MEL_5,1.0
303812,HCT_116,1.0
758230,MDA_N,0.0
755880,MCF7,1.0
77213,HCT_15,0.0
357704,SR,1.0
276382,M14,0.0
758671,HOP_92,0.0
139105,SF_539,1.0
639174,SR,1.0
374028,RXF_393,0.0
95678,OVCAR_8,1.0
329680,IGROV1,0.0
638066,RPMI_8226,1.0
287459,NCI_H322M,0.0
681633,ACHN,1.0
153353,SNB_19,1.0
606499,A549,1.0
308847,ACHN,1.0
364830,MDA_N,0.0
681644,K_562,0.0
736493,KM12,0.0
603074,MOLT_4,1.0
756717,786_0,1.0
249910,MOLT_4,1.0
702294,SNB_75,1.0
606986,SW_620,1.0
27640,SK_MEL_5,1.0
759155,MDA_MB_435,0.0
368390,UO_31,1.0
754366,ACHN,1.0
702294,MDA_N,0.0
681639,OVCAR_3,0.0
26980,SNB_75,1.0
369395,RPMI_8226,0.0
363812,MDA_N,1.0
95466,IGROV1,0.0
623017,SR,0.0
102627,NCI_H23,1.0
719276,COLO205,0.0
683555,SF_295,1.0
638066,SK_OV_3,0.0
627505,M14,0.0
100880,EKVX,0.0
758251,CCRF_CEM,0.0
303812,SK_OV_3,0.0
51143,M14,0.0
143095,PC_3,1.0
287459,CCRF_CEM,1.0
354258,RPMI_8226,1.0
256942,PC_3,0.0
681643,CAKI_1,1.0
682298,MALME_3M,0.0
721517,K_562,0.0
755384,M14,1.0
606499,T47D,1.0
178248,OVCAR_5,0.0
344007,MALME_3M,0.0
639174,UACC_257,0.0
354646,OVCAR_5,0.0
271674,LOXIMVI,1.0
610458,MCF7,1.0
758230,MDA_MB_435,0.0
266046,HOP_62,0.0
758251,SF_268,0.0
26980,UO_31,0.0
740,SN12C,1.0
758423,RXF_393,0.0
82151,RXF_393,0.0
754771,LOXIMVI,1.0
107392,RXF_393,0.0
134679,OVCAR_4,0.0
218321,NCI_H23,0.0
609699,OVCAR_8,1.0
736201,SK_MEL_2,0.0
681646,CAKI_1,1.0
724998,SF_268,1.0
369395,U251,1.0
627505,MDA_MB_231,0.0
374551,MOLT_4,1.0
3088,NCI_ADR_RES,1.0
758230,SF_268,1.0
366140,SK_MEL_2,0.0
249992,U251,1.0
19893,ACHN,1.0
267469,A549,1.0
95382,MOLT_4,1.0
694501,HCT_15,0.0
606985,SW_620,0.0
34462,A549,1.0
616348,T47D,0.0
767125,U251,1.0
104800,NCI_H23,1.0
740645,IGROV1,0.0
610458,RXF_393,0.0
269148,CAKI_1,1.0
606499,SF_268,1.0
8806,LOXIMVI,1.0
256927,SK_MEL_2,0.0
51143,SK_MEL_5,1.0
26271,SK_MEL_28,0.0
312887,SK_MEL_5,0.0
349174,NCI_H23,1.0
366140,DU_145,0.0
156303,HL_60,1.0
789797,K_562,0.0
357704,RXF_393,1.0
357704,HL_60,1.0
758612,SF_539,1.0
719627,SF_539,0.0
73754,K_562,0.0
759614,HOP_92,1.0
681640,MCF7,1.0
752,OVCAR_4,0.0
369100,SK_MEL_5,1.0
610457,HCT_116,1.0
683558,HCC_2998,0.0
32065,OVCAR_5,0.0
94600,SF_268,1.0
757098,OVCAR_5,0.0
784722,UACC_62,1.0
619232,SK_MEL_2,0.0
683555,CCRF_CEM,1.0
125066,CCRF_CEM,0.0
754366,NCI_H522,1.0
754771,IGROV1,0.0
736198,COLO205,1.0
118218,DU_145,1.0
757348,OVCAR_8,1.0
302991,UACC_62,1.0
256927,NCI_H522,1.0
